sentiment,text
positive,What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy
negative,@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate
negative,@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?
negative,@USAirways got rebooked. Sent to A9. Wrong gate! Traveled back to B13 for correct flight. #tired&amp;frustrated
neutral,@JetBlue Does @AirCanada not take fraud as seriously?
positive,@JetBlue my family and I are excited to see you too😊😊
negative,@united Just had the worst experience ever flying with you
negative,"@USAirways Already filed a report personally at the airport, however they have no idea where it is even with a tracking number."
negative,"@AmericanAir why do #exp members have to wait ""over 2 hours"" to speak with an operator? Surely this is a mistake?"
positive,@SouthwestAir awesome. thank you!
negative,@united every time I check a bag with your airline I'm confident I will be wearing the same clothes for 3 days.  Please prove me wrong.
negative,@SouthwestAir this is ridiculous. It's been 2 hours on hold to rebook Cancelled Flightled flight.
negative,@united not once did #US3645 leave #ORD on time this week #shameful
negative,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag."
positive,@united Bag was finally delivered and intact. Thanks for your assistance.
positive,@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.
positive,@SouthwestAir the new logo is going to look amazing on the airplanes
neutral,@united #LAX #sunrise UAL212 LAX-JFK
positive,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats"
negative,@JetBlue over 2 hour delay going from NYC to Denver! Come on man!
negative,@usairways I've been on hold for over an hour only b/c my CC miles aren't showing up. What a mediocre combo of cc &amp; airline #SwitchingBoth
negative,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?"
positive,@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.
negative,@united You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.
positive,Great management of @USAirways twitter account. Thank you.
positive,"@SouthwestAir allows you to change a flight once for no fee, yay! I will always book flights with them. @AmericanAir changes you $200"
negative,@united do you guys have any working planes?
negative,"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again."
negative,@SouthwestAir okaaaaay UGH IM 8 MIN AWAY
negative,@united Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. #fail!
negative,@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?
negative,@united you are by far the worst airline. 4 plane delays on 1 round trip flight. How is that possible.
negative,"@SouthwestAir, rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice"
negative,@united that's funny because I emailed @VirginAtlantic once and they found it hadn't left LHR. In the mean time stuck with no bag in NYC!!!
negative,@SouthwestAir has the WORST customer service of any airline I've ever flown.
positive,@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.
neutral,@USAirways How will I change it?
negative,@SouthwestAir no one I call knows anything about it so I'm just wondering how to get any? #DestinationDragons
neutral,"@united Good evening, UA. Can you assist with an issue via DM?"
negative,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!
negative,"@USAirways your rude staff said"" I don't care that we are out of market place food you're going on vacation and I have to work"" nice huh"
negative,"@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u."
negative,@usairways app is the worst one for airlines. Can't do anything once your original flight time has gone by. Useless.
negative,"@united my flight was at 1 pm. Still at the airport gee what service.  Do they care, nope.  Delayed until 7:55."
positive,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘"
neutral,@united hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.
neutral,"@JetBlue im flying with you from mi-boston and then icelandair to iceland, 8 hours between. can we check our bags all the way?"
negative,@USAirways 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule
negative,@AmericanAir Still on hold. Way to suck.
negative,@usairways Cancelled Flighted and rescheduled. said I'd have to pay $75 for earlier flight at next gate. Today @delta proactively offered same for $0
neutral,@AmericanAir the saga continues..
positive,@JetBlue sent :-) curious to see what kind of comp we get.
negative,@USAirways it's been three weeks since I was specifically told I would get a call back from your folks in AZ- should I keep being patient?
negative,@AmericanAir im still on hold...
negative,@UsAirways  your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane #500.
neutral,@united...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!
neutral,@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!
negative,@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks
negative,"@USAirways Why is my ""first available"" flight for me now Tuesday but a flight today  that is ""booked ""#flt 755 available to buy online?"
negative,@USAirways Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight
negative,@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.
negative,@AmericanAir i was spoken 2 like I'm an idiot and that is not OK!! I don't need to deal w/ that esp after the travel experience I've had
positive,"@JetBlue Another awesome telephone experience with @JetBlue Thank you, Cory! #Greatcustomerservice✈☺"
neutral,@united - Group 2 line gets longer every week. Almost no one left for Groups 3-5 anymore. Time to make Explorer Card Group 3?
negative,"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O"
negative,@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area
negative,".@united: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night."
positive,@SouthwestAir El Paso deals....May❤❤❤😍🌏
negative,@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.
negative,“@JetBlue: Our fleet's on fleek. http://t.co/5xGnyHGAFz” this is what I hate
positive,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!
neutral,@SouthwestAir The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/c9p2ioSphM
negative,@united that I would get on early enough to not have to green tag. but no go. if not for Otis I would be still sitting at ORD
neutral,@SouthwestAir yes please.my son lives in NJ.
positive,@united Thanks JT
negative,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on
negative,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa
neutral,@JetBlue @KleinErin Hi! Know a pastor or homeschool mom who might like SpiritED? Have 'em contact me on Prefundia:http://t.co/jRbZLHRW7y
negative,@united to DM you I have to follow you and I'm not doing that. Plus they're no more options. That's why I had to fly with you. #epicfail
